aback ad.向后地,朝后地
revitalize vt.使恢复生气,使复活,使复兴
revive vt.使苏醒,使复兴,使振奋,回想起vi.苏醒,复活
revoke vt.撤回,废除vi.n.有牌不跟
revolt n.叛乱,反抗,反感vi.叛乱,厌恶vt.使反感
revolution n.革命,大变革,循环,转数,旋转
revolutionary n.革命者,改革者a.革命的,革命性的
revolve v.(使)旋转,考虑,循环出现
revulsion n.剧变,非常的厌恶,剧烈的反应
rhapsodize vi.写狂想文,作狂想曲vt.狂热地说
rhetoric n.修辞,修辞学,华丽虚饰的语言
rhetorical a.修辞学的,符合修辞学的,修辞的
rhetorician n.修辞学者,雄辩家
rhythm n.旋律,节奏,律动,匀称
ribbon n.缎带,带状物vt.用丝带装饰vi.形成带状
rid vt.免除,清除,使获自由,使摆脱
rider n.骑士,附件,扶手
ridge n.脊,山脊,山脉
ridicule n.嘲笑,愚弄,笑柄vt.嘲笑,嘲弄,愚弄
righteous a.公正的,正义的,正直的
rightly ad.端正地,正当地,正确地
rigid a.硬的,坚硬的,刚性的,刻板的,精密的
rigidity n.硬,僵化,硬度,刚性,坚硬
rigor n.严格,严厉,苛刻,精确,严密
rigorous a.严厉的,严酷的,严格的,严密的
rim n.边,轮缘,框vt.镶边vi.形成边状
rind n.树皮,壳,外表vt.削皮,剥壳
riot n.暴动,喧闹,奔放vi.参加暴动,纵情,
rip n.裂痕,破绽,拉裂,巨浪,浪子
ripeness n.成熟,圆通,完成
ripple n.涟波,涟漪,波纹,麻梳vt.使起涟漪
riser n.起床者,叛徒,起义者,竖板
rite n.仪式,典礼,礼拜式,惯例,习俗
ritual n.仪式,典礼,宗教仪式a.仪式的,依仪式而行的
rival n.对手,竞争者a.竞争的
rivalry n.敌对,竞争,对抗
rivet n.铆钉vt.敲进去,注目,固定
rivulet n.小河,小溪
roach n.蟑螂vt.使成拱状
roam v.漫游,闲逛,徜徉n.漫步,漫游
roar n.吼,咆哮,轰鸣vi.吼,叫喊,喧闹
robbery n.抢掠,抢夺
robotics n.机器人学
robust a.健康的,强健的,粗野的,坚定的
rocky a.岩石的,多石的,象岩石的,无情的
rodent a.咬的,臼齿类的n.啮齿动物
rogue n.恶棍,流氓,小淘气vt.欺骗vi.游手好闲
roil vt.彻底搅拌,搅浑,使焦急vi.动荡
role n.角色,职份,任务
roller n.滚筒,滚轴,滚转机
roost n.栖木,鸟窝,休息所vi.栖息,安歇
roster n.服勤名簿,花名册
rot n.腐烂,腐蚀,败坏vi.腐烂,堕落,憔悴
rotate a.轮状的vt.使旋转,使转动,轮作vi.旋转,循环
rough n.粗糙的东西,毛坯,未加工品,梗概
roughly ad.概略地,粗糙地
roundly ad.圆圆地,露骨地,严厉地,全面地
rouse n.觉醒,奋起vt.唤醒,鼓舞,惊起vi.醒来,奋起
route n.路径,途径,路线vt.确定路线
routine n.常式,日常工作,惯例a.日常的,常规的
rove n.徘徊,流浪vt.漂泊于,漫游于vi.流浪
rover n.漂泊者,流浪者,海盗
royal n.王室,皇族a.王室的,皇家的,庄严的
royalty n.皇室,王权,庄严
rubric n.红字,红色印刷,题目
ruby n.红宝石,深红色a.红宝石的,深红色的
rudder n.舵,方向舵,指导原则
rudimentary adj.1基本的，初步的2未发达的，早期的
rue n.懊悔,芸香,后悔v.后悔,悲伤,懊悔
ruff n.出王牌,环状领v.出王牌(胜过)
ruffian n.恶棍,无赖a.凶恶的,残忍的,残暴的
rug n.毯子,地毯,旅行毯
rugged a.高低不平的,崎岖的,粗糙的
ruin n.毁灭,推翻,废墟vi.毁灭,破产,破坏
rumination n.反刍,沉思,默想
rumor n.谣言,传闻vt.谣传
runoff n.流量,决赛,决定性竞选
runway n.跑道,河床,过道
rural a.乡下的,田园的,乡村风味的
ruse n.策略,谋略,诡计
rustic n.乡下人,村夫,农民a.乡村的,纯朴的
rusty a.生锈的,腐蚀的,腐烂的,恼火的
ruthless a.无情的,残忍的,毫不留情的
sachem n.酋长,Tammany派的干部,政党领袖
sack n.麻布袋,洗劫vt.装入袋,洗劫
sacred a.神圣的,上帝的,庄严的,祭祀的
sacrifice n.牺牲,供俸,祭品vt.牺牲,祭祀,贱卖vi.献祭
sacrificial a.牺牲的,献祭的,具有牺牲性的
sacrilege n.亵渎圣物,冒渎,悖理逆天的行为
sacrosanctity n.神圣不可侵犯,至圣
sadden vt.使忧愁,使悲哀vi.忧愁,悲哀
saddle n.鞍,马鞍,车座,拖具vt.装以马鞍,使负担
safeguard n.保卫,保护措施,防护设施vt.保卫,保护
sag vi.下垂,倾斜,乏味,萧条,萎靡vt.使下垂
sagacious a.睿智的,聪明的,贤明的
sage n.圣人,哲人,鼠尾草a.贤明的,明智的
sail n.帆,篷,船只,帆状物,航行,航程vi.航行
saint n.圣徒,圣人a.神圣的
sainthood n.圣徒的地位,圣徒
saintly a.圣洁的
sake n.缘故,理由
salient a.显著的,突出的,跳跃的n.突出部分
saline a.盐的,苦涩的n.盐湖,盐田,装盐所
saliva n.唾液,唾沫,涎
saloon n.大厅,展览场,酒吧,大会客室
salutary a.有益的,有用的,有益健康的
salutation n.招呼,寒喧,问候
salute v.行礼,致意,问候,放礼炮n.招呼,敬礼,礼炮
salvage n.海上救助,抢救,打捞vt.海上救助,抢救
salvation n.拯救,救助,救世
salvo n.保留条款,保护手段,突然爆发,齐鸣
sanctimonious a.假装神圣的,假装虔诚的,假装诚实的
sanction n.核准,处罚,约束力vt.认可,核准
sanctity n.神圣,尊严,圣洁
sanctuary n.圣所,耶路撒冷的神殿,避难所
sane a.神智健全的,理智的,没病的,稳健的
sanguine a.血红色的,满怀希望的,指望的n.血红色
sanitary a.卫生的,清洁的n.公共厕所
sanitize vt.采取卫生措施使安全,消毒,使无害
sanity n.神智健全,头脑清楚,健全
sap n.树液,体液,笨蛋,坑道vi挖坑道
sarcasm n.挖苦,讽刺
sardonic a.嘲笑的,冷笑的,讥讽的
satire n.讽刺文学,讽刺
satirical adj.1讽刺的,讽刺性的2好讽刺的
satirize vt.讽刺,挖苦vi.写讽刺作品
saturate vt.使渗透,浸透,使充满,使饱和a.浸透的
saucy a.傲慢的,莽撞的,活泼的,漂亮的
savage a.未开发的,野蛮的,无礼的,原始的n.粗鲁的人
savor n.1味,香味;风味2情趣,趣味,兴趣,刺激
saxophone n.萨克斯管
scaffold n.脚手架,绞刑台
scalpel n.小刀,解剖刀vt.解剖,割
scam n.(美俚)诈欺,骗案vt.欺骗,诈欺
scamper n.蹦跳,奔跑,浏览vi.蹦跳,奔跑,浏览
scandal n.丑闻,中伤,流言蜚语,反感,耻辱
scandalize vt.使生反感,使震惊,诽谤
scandalous a.不体面的,可耻的,可恶的
scant a.不充分的,不足的vt.减少,吝啬,限制
scapegoat n.替罪的羔羊,替人顶罪者,替身
scarce a.难得的,蟍钡?缺乏的
scarcely ad.简直不,一定不,仅仅
scarcity n.缺乏,不足,缺少
scathing a.伤害的,损伤的,足致伤害的
scatter n.消散,分散,散布,散射v散布,散播,消散
scavenger n.1吃腐肉腐尸的动物2捡破烂者,收购废物者
scenario n.情节,剧本,方案
scene n.场,景,情景,镜头,发生地点,景色,布景,道具
scenery n.风景,景色,舞台布景
scenic a.风景好的,戏剧性的,舞台的,布景的
scent n.气味,香味,香水,嗅觉vt.嗅,使充满气味
scheme n.方案,计划,图解,阴谋v.图谋,策划
schizophrenia n.精神分裂症
scholarly adj.1有学者风度的,学究型的2学术上的
scientifically ad.合乎科学地,学问上,有系统地
scoff n.嘲笑,嘲弄,食品,笑柄v嘲笑,嘲弄,贪吃,狼吞虎咽
scoop n.铲子,独家新闻,口,穴vt.汲取
scoot vi.(口语)疾走,跑开,快走vt.使…跑出
scope n.范围,机会,广度,导弹射程,观察仪器,眼界
scorch n.烧焦,枯黄v.烧焦,拷焦
scorn n.轻蔑,藐视,嘲笑,被叱责的人vt.轻蔑
scornful a.轻蔑的
scorpion n.蝎子,心黑的人,蝎子鞭
scoundrel n.恶棍a.卑鄙的
scour vt.擦亮,洗涤,冲刷成,清洗
scout n.守候,侦察,侦察机,搜索vt.侦察,跟踪
scramble n.攀缘,爬行,紧急起飞,混乱,抢夺
scrap n.碎片,残余物,片断vt.扔弃,敲碎
scraper n.刮刀,刮的人
scratch n.抓痕,搔,抓,擦伤,刮擦声,乱写
scratchy a.潦草的,刺痛的,凑合的,发痒的
screenwriter n.电影剧本作家,编剧家
screw n.螺旋,螺丝钉vt.调节,扭紧,鼓舞,勒索
scribble n.潦草的写法,杂文v.潦草地书写,乱写
scribe n.书记,抄写员,划线器,作家,作者
script n.手迹,手稿,副本vt.改编为演出本
scroll n.卷轴,纸卷,条幅,目录v.(使)成卷形n.滚动
scrub n.用力擦洗,矮树vt.用力擦洗,擦掉,摩擦
scrubby a.个子矮的,矮小的,树丛繁盛的,多短硬毛的
scrunch vt.碾碎,使弯曲vi.嘎吱地响,蜷缩
scrupulous a.小心谨慎的,细心的
scrutinize vt.1细察,详审2仔细打量,端详
scrutiny n.细看,仔细检查,监视,选票的复查
sculpt v.雕刻,造型
sculptor n.雕刻家
sculpture n.雕刻,雕塑vt.雕刻,雕塑vi.当雕刻师
scurry vi.急赶,急跑,急转n.急赶,急跑,急转
scuttle n.煤桶,急速逃走,天窗,小舱口vi.急忙撤退
seafarer n.船员,航海家
seafaring n.航海业,航海a.航海的,在海上工作的
seal n.印章,封条,海豹,火漆vt.封闭,盖印
seance n.会议,会,降神会
sear a.枯萎的,烤焦的vt.使枯萎vi.凋谢,干枯
searchlight n.探照灯
seclude vt.使隔离,使孤立,隔开
seclusion n.隔离,孤立,隐退
secondary a.中级的,中等的,次要的,辅助的,从属的
secrecy n.秘密,保密
secrete vt.隐秘,隐藏,隐匿,分泌
secretive a.秘密的,偷偷摸摸的,分泌的
secretory a.能分泌的,分泌的,促进分泌的n.分泌器官
sedate a.沉着的,镇静的,安静的vt.给...服镇静剂
sedentary a.久坐的,坐惯的,土生的n.惯于久坐的人
sediment n.沉淀物,沉积
sedimentary a.沉渣的,沉淀物的,由沉淀物所生成的
seditious a.煽动性的,妨害治安的
seduce vt.怂恿,瞒骗,引诱,诱奸
seductively adv.诱惑地,勾引地
seductress n.女诱惑者
sedulous a.勤勉的,勤苦工作的,聚精会神的
seeker n.搜索者,探求者
seemingly adv.1表面上,外表上2[修饰整句]看起来
seep vi.渗出,渗流,漏n.小泉,水陆两用的吉普车
seethe vi.煮沸,沸腾vt.使煮沸,使浸透n.沸腾
segment n.片段,部分,分节v.分割,分裂n.段
segregate a.分离的,被隔离的vi.分离,隔离
segregation n.种族隔离
segregationist n.种族[性别]隔离主义者
seismic a.地震的
seismograph n.地震计
seize vt.抓住,逮捕,俘获,掌握,扣押vi.突然抓住,利用
selection n.选择,选文,选品
selective a.选择的,选择性的
selectman n.行政委员
self-conscious a.自觉的,怕难为情的,怯生的
self-deception n.自欺
self-deprecating adj.自贬的;自我轻视的
self-determination n.自主,自我决定
self-effacing a.不出风头的,不喜出风头的,谦让的
self-esteem n.自尊,自负,自大
self-evident a.自明的
selfhood n.自我,个性,人格
self-identification n.自我认同
self-importance n.自尊,自负,自大的态度
self-imposed a.课于自身的,自愿接受的
self-interest n.利己主义,私利
selfishness n.自我中心,利己主义,任性
self-knowledge n.自知之明,自觉
selflessly adv.无私地,忘我地
self-portrait n.自画像
self-possessed a.镇静的,冷静的,沉着的
self-regulating a.自制的,自动调节的
self-regulation n.自动调节
self-reliance n.自恃,倚靠自己
self-reliant a.自恃的,独断独行的
self-righteous a.自以为是的
self-sacrificing adj.自我牺牲的,献身的
self-serving a.自私的,自私自利的
self-sufficient a.可以自给的,自足的,极为自负的
self-taught a.独学的,自修的
self-worth n.自我价值
semantic a.语义的
semester n.学期
semicolon n.半支点,分号
semihuman adj.半人的
semimonthly a.每半个月一次的ad.每半月一次,每月二次
seminar n.研究会,讨论发表会
senate n.参议院,上议院,评议会
senator n.参议院议员,上议院议员,现任参议员
sensation n.感觉,感情,感动
sensational a.使人感动的,非常好的
sensationalism n.1煽情主义,激情主义,哗众取宠2感觉论
sensibility n.感性,感觉,情感
sensible a.有感觉的,有判断力的,明智的
sensitive a.敏感的,易感的,灵敏的,感光的
sensitively adv.易感知地,神经过敏地
sensitivity n.敏感,多愁善感,感受性
sensor n.传感器
sensory a.知觉的,感觉的,感觉器官的
sensual a.肉欲的,感觉的,感觉论的
sentiment n.感情,感伤,情操,意见,感想,情趣
sentimental a.感伤性的,感情脆弱的
sentimentalism n.1感情主义2多愁善感,脆弱感情的天性
sentimentally adv.富情感地
separable a.可分离的,可分的
sequel n.继续,续集,趋势,结果,结局,后果
seraphic a.六翼天使的,天使一般的,纯洁的
serendipitous adj.偶然发现的
serendipity n.偶然发现有价值物品的才能,易遇奇缘的运气
serene a.宁静的,沉着的,晴朗的n.晴朗
serenity n.宁静,沉着,晴朗
serf n.农奴,奴隶,服苦役的人
serfdom n.农奴的身分;农奴制度
series n.串联,序列,连续,系列,丛书,组n.系列
seriously adv.1a.认真地,正经地b.说正经地2严重地
seriousness n.1认真2严重,重大
sermon n.说教,训诫,布道
sermonize v.说教,布道,说大道理与人听
serpent n.蛇,蛇一般的人,狡猾的人
serpentine a.蛇的,阴险的,迂回的vi.,蜿蜒
serviceable a.有用的,耐用的
servile a.奴隶的,奴隶根性的,卑屈的
servility n.奴态,卑屈
session n.期间,开庭期,会议,学期
setback n.顿挫,挫折,退步
settlement n.解决,处理,结算,沉降,殖民地
settler n.移民者,居留者,赠予者
sever vt.切断,脱离,分开,断绝,使分离vi.断,裂开
severe a.严格的,凶猛的,严肃的,朴素的,严重的
severely adv.1严格地,严厉地2朴素地,简朴地
severity n.严格,严重,激烈
sewage n.脏水,污水vt.用污水灌溉
sewer n.下水道,阴沟,裁缝师vt.用下水道排
sexism n.男性至上主义,蔑视女性
sexist n.男性至上主义者
sexual a.性的,性别的
sexuality n.性别,性方面的事情,性欲
shabby a.衣衫褴褛的,不体面的,卑鄙的,吝啬的,破旧的
shady a.荫凉的,成荫的,阴暗的,隐蔽的
shaft n.轴,箭杆,矛,杆状物vt.装杆于,利用
shaky a.震动的,襗蔚?动摇的
sham n.假,赝品,骗子a.伪造的vi.装假
shamefacedly adv.羞愧地,羞怯地
shard n.(陶瓷器、瓦等的)破片,碎片
shatter n.碎片,粉碎,落叶vt.打碎
shave n.修面,刮胡子,剃刀vt.修面,剃,掠过
shear n.修剪,大剪刀vt.修剪,割,砍,切,剥夺
shed n.车棚,小屋vt.使流出,散发,脱落
sheen n.光辉,光彩,光泽a.发光的vi.发出光泽
sheer a.绝对的,全然的,彻底的vi.躲开,躲避,偏航
shelve vt.放置架子上,搁置vi.倾斜
shepherd n.牧羊者,牧师,指导者vt.看守,领导,指导,牧羊
shift n.变化,移动vt.替换,转移vi.转换,移动n.移位
shin n.胫骨v.攀,爬
shiny a.有光泽的,发光的,辉煌的
shiver vi.颤抖,哆嗦,被打碎vt.粉碎
shock n.震动,冲突,震惊vt.使震动vi.震动,吓人
shopworn a.陈旧的
shoreline n.海岸线
shortage n.不足,缺乏
shove n.推,挤vt.推挤,猛推,强使vi.推
shovel n.铲,铁铲v.铲
showcase n.陈列橱
showy a.艳丽的,炫耀的
shrewd a.精明的,锐利的,厉害的,机灵的
shriek n.尖锐的响声vi.尖叫vt.尖声发出
shrill n.尖锐的声音a.尖锐的,刺耳的vt.用尖锐的声音说
shrimp n.虾,小虾,矮小的人vi.捕小虾
shrink n.收缩,萎缩,畏缩vi.收缩,缩小,萎缩
shroud n.寿衣,覆盖物,船之横桅索vt.遮蔽,隐藏,覆盖
shrub n.矮树,灌木,加砂糖和酒的一种果汁
shrubbery n.灌木,灌木林
shrug n.耸肩v.耸肩
shudder n.战栗,发抖vi.战栗,发抖
shun vt.避开,规避,避免
shutter n.百叶窗,遮门,快门,关闭者vt.装以遮门
sibling n.兄弟,同属
sideline n.副业,兼职,界线vt.使退出比赛场地
sidetrack n.侧线,旁轨vt.导入旁轨,走向旁道,使脱轨
sideways ad.向旁边,斜地里,向侧面地a.旁边的
siege n.包围,围攻,再三的努力vt.包围,围攻
sierra n.呈齿状起伏的山脉
sift vt.筛,过滤,撒,详查vi.筛,被筛下,精选
sightly a.看着舒服的,悦目的,眼界好的
significance n.重要性,意味深长,意义
significant a.重要的,有含义的,非偶然的,有效的,暗示的
significantly adv.1有含意地,暗示地2相当地,显著地
signify vt.象征,预示vi.要紧
silently ad.默默地,静静地
silhouette n.黑色半身侧面影,影子,轮廓,剪影
silt n.淤泥vt.使淤塞vi.淤塞
similar a.相似的,类似的n.相似的东西
similarity n.类似,类似处
simile n.直喻,明喻
simplicity n.单纯,简朴,朴素,天真,无知,坦率
simplification n.单一化,单纯化,简单化
simplify vt.单一化,简单化
simplistic a.过分单纯化的
simulant a.拟态的,模拟的
simulate vt.模拟,假装,模仿
simulation n.模拟,伪装,模仿
simultaneous a.同时的,同时发生的
sin n.罪,犯罪,失礼,过失,犯法
sincere a.诚实的,正直的,真挚的,纯净的
sincerity n.诚实,真实,诚心诚意
sinecure n.闲职
single-minded a.诚实的,诚心的,专心的
singular n.单数a.异常的,单一的
sinister a.不吉利的,凶恶的,左边的
sinner n.罪人,不知礼仪的人,无赖
sinus n.窦,静脉窦,湾,下陷或凹下去的地方
siren n.女海妖,汽笛,警报器a.诱惑的
sitter n.被画像的人
situate vt.使位于,使处于
skeleton n.骨骼,脉络,骨干,梗概a.概略的,骨干的
skeptic n.怀疑者,怀疑论者,无神论者
skeptical adj.怀疑的,怀疑的,不信的,无神论的
skepticism n.怀疑论
sketch n.素描,草图,小品v.描绘略图,写生
skew a.斜的,歪的n.歪斜,扭曲vi.歪斜,扭曲
skewer n.串,烤肉叉子,剑vt.上叉
skier n.滑雪的人
skim vt.撇萚∧?略读,掠过vi.擦过,浏览
skipjack n.跳跃玩偶的一种,飞鱼类,叩头虫类
skit n.讽刺文,戏文,小喜剧
skull n.头盖骨,头脑,脑壳
skunk n.臭鼬鼠,其皮毛,讨厌鬼vt.使惨败,欺骗
skyline n.天涯,地平线,以天空为背景的轮廓
slab n.平板,厚的切片vt.以平板盖上
slam n.砰然声,猛然,满贯vt.猛然关上
slang n.俚语v.辱骂,用俚语说
slangy a.俚语的,俗话多的
slant n.倾斜,斜面,歪曲,偏见a.倾斜的v.倾斜
slap n.侮辱,拍击声vt拍击,侮辱ad.正面地
slapstick n.闹剧,趣剧
slash v.猛砍,乱砍n.猛砍,乱砍n.斜杠
slate n.石板a.石板色的vt.铺石板,责骂,痛打
slaty a.石板一样的,石板色的
slaveholder n.奴隶所有者
slay v.杀害,残杀
sleazy a.质地薄的,没有内容的,廉价的
sled n.雪撬,小雪撬vt.用撬搬运vi.乘撬
sleek a.光滑的,茁壮的,时髦的vt.使光滑,梳拢
sleeper n.睡眠者,枕木,卧铺
sleepiness n.想睡
sleigh n.雪撬vt.用雪撬搬运vi.乘雪撬
slender a.苗条的,纤弱的,微少的,微薄的
slick a.光滑的,熟练的,聪明的,平凡的,陈腐的
slicker n.防水衣,雨衣,骗子
slight n.轻蔑,怠慢a.轻微的,苗条的vt.轻视,忽略
slightest adj.最少的
slightly ad.些微地,苗条地
sling n.投石器,抛掷,吊物机vt.用投石器投掷,吊起
slip n.滑,滑行,事故,溜,错误,滑台
slippage n.滑移,滑动,滑程
slippery a.滑的,光滑的,靠不住的,含糊的,不稳固的
slipshod a.破烂的,马虎的,潦草的
slither vi.不稳地滑动vt.使滑动
slogan n.呐喊声,标语,口号
slop n.外衣,工作服,泥浆,污水vt.使溅出
slope n.倾斜,斜坡,斜率vi.倾斜,逃走
slot n.水沟,细长的孔,狭槽,足迹
sloth n.怠惰,懒惰
slug n.鼻涕虫,懒汉,子弹vi.偷懒
sluggish a.偷懒的,懒惰的,迟钝的
slum n.贫民窟vi.访问贫民区
slumber n.睡眠,沉睡状态vi.熟睡,打盹,蜇伏
slump n.暴跌,意气消沉vi.陷入,消沉
slur n.连音符,诽谤,耻辱vt.忽略,含糊地念
slush n.烂泥,雪水vt.溅湿,灌泥浆于vi.跋涉
sly a.狡猾的,诡密的,淘气的,偷偷摸摸的
smack n.风味,滋味
smash n.打碎,猛击,扣球,假硬币a.非常的vt.击溃
smatter v.充内行n.一知半解,肤浅的知识
smear vt.涂,擦上,玷污vi.被弄脏n.污点,污迹
smirk vi.傻笑,装出不自然的笑n.傻笑
smite vt.重击,击败,折磨,侵袭,毁灭n.重击,打
smog n.烟雾
smolder vi.闷烧,郁积n.闷烧
smudge n.污点,脏污vt.弄脏,使模糊,用浓烟熏
smug a.自以为是的,满漂亮的,俏皮的n.书呆子
smugness n.装模做样,矫矜
smut n.煤尘,污迹,黑穗病vt.弄脏
smutty a.给煤弄黑的,患黑穗病的,猥亵的
snack n.小吃,点心,快餐vi.吃零食,吃快餐
snag n.残干,根株,断牙,意外障碍vt.阻碍,抢到
snail n.蜗牛,行动迟缓的人,脑筋迟钝的人
snap vt.咬断,猛咬,争夺,拉断vi.抓,折断
snapshot n.快照
snarl vi.吼叫,怒骂,使缠结n.咆哮,吼叫
snatch n.抢夺,攫取,片段vt.夺取,攫取
sneak vi.鬼鬼祟祟做事n.鬼鬼祟祟的人
sneer n.冷笑,嘲笑vi.嘲笑,冷笑vt.嘲笑着说
snicker n.窃笑vi.窃笑vt.窃笑着说
snide n.赝品,假珠宝a.伪造的,不诚实的,卑鄙的
sniff n.以鼻吸气vt.闻,用力吸
snob n.势利的人,假内行
snobbery n.充绅士气派,势利,俗不可耐的性格
snort vi.喷着气弄响鼻子vt.哼着鼻子说,喷出
snout n.鼻口部,鼻子,猪嘴,蛇管的前端
snowdrift n.被风刮在一起的雪堆,随风飘飞的雪
snowmelt n.雪融之水
soak n.浸,湿透,大雨vt.浸,浸出,吸收
soar n.高扬,翱翔vi.往上飞舞,高耸,翱翔
sober a.清醒的,稳重的,合理的vt.使清醒,使严肃
sociable a.好交际的,社交的,友善的n.联谊会
socialize vt.使社会化；使社会主义化；使适应社会生活
socially ad.在社会上,在社交上,亲切地
societal a.社会的
socioeconomic a.社会经济学的
sociological a.社会学的,社会学上的
sociologist n.社会学家
soda n.苏打,碳酸水
solace n.安慰,安慰之物vt.安慰,抚慰,给与安慰
solar a.太阳的,日光的,源自太阳的
solely ad.独自地,单独地
solemn a.严肃的,郑重的,庄严的
solemnity n.严肃,一本正经
solemnize vt.隆重地庆祝,庄重地举行,使显庄严
solicit v.请求,乞求,诱惑,征求
solicitous a.热心的,渴望的,热切期望的
solicitude n.热心;关怀
solidarity n.团结,团结一致,共同一致
solidify v.(使)凝固,(使)团结,巩固
soliloquy n.自言自语,独白
solitary n.独居者a.孤独的,独居的
solitude n.孤独,单独,孤寂
solo n.独奏,独唱a.单独的,独奏的,独唱的
soluble a.溶解的,可溶解的,可以解决的
solution n.解决,解答,溶液
solve vt.解决,付给,溶解v.求解
solvent n.溶剂a.有偿付能力的,有溶解力的
somber adj.a.阴暗的,发黑的b.暗色的,朴素的
somehow ad.不知何故
somewhat n.某物,几分ad.多少,几分
somnolent a.想睡的,催眠的
sonar n.声纳
sonata n.奏鸣曲
sonnet n.十四行诗
sonorous n.宏亮的,响亮的,堂堂的
soot n.煤烟,烟尘vt.熏以煤烟
soothe vt.缓和,使安静,安慰,奉承vi.起安慰作用
soothsayer n.预言者,占卜者,算命者
sophisticated a.诡辩的,久经世故的
sophistication n.诡辩,强词夺理,混合
sophistry n.诡辩
sophomore n.大学二年级生
sophomoric adj.二年级学生的2幼稚而自大的,傲慢的
soporific a.催眠的,想睡的n.催眠剂,安眠药
soprano n.女高音,女高音歌手a.女高音的
sorcery n.巫术,魔术
sorely ad.疼痛地,强烈地,非常
sot n.醉鬼,酗酒者vi.酗酒
souvenir n.纪念品
sovereign n.元首,独立国a.具有主权的,国王的
soviet n.会议,评议会,劳工代表会议n.苏联
soybean n.大豆
spacecraft n.太空船
spacelab n.空间实验室;宇宙实验室
spacious a.广大的,大规模的
span n.指距,全长,广度,径距vt.,跨越,架设,弥补
spar n.晶石,争论vi.争论
spare n.剩余,备用零件,备用轮胎a.多余的,备用的
spareness n.缺乏,贫乏,瘦弱
spark n.火花,火星,活力,朝气vi.闪烁vt.发动,求婚
sparkle n.闪耀,火花,活力,发泡vi.闪耀,冒火花
sparse a.稀疏的,稀稀落落的,薄的
sparsely adv.稀疏地,稀少地
spate n.泛滥,洪水,一阵,大量
spatial a.空间的,空间性的,场所的
spawn n.卵,鱼卵vt.产卵,酿成vi.产卵
spear n.矛,枪,持矛者vt.用矛刺vi.刺
speciality n.专长,擅长,专业,特产,特性
specialization n.特别化,特殊化,专门化
specialize vt.使特殊化,列举,特别指明vi.成为专家
species n.种,类,外形
specific n.特效药,特性a.特殊的,明确的,具体的
specifically ad.特定的,明确的
specificity n.特性;特征
specify vt.叙述,指定,说明v.指定
specimen n.样品,标本,试料
specious a.徒有其表的,似是而非的,外表美观的
speck n.斑点,灰尘,肥肉,微粒,缺点vt.使有斑点
spectacle n.值得看的东西,光景,公开展示,场面
spectacular a.公开展示的,惊人的n.展览物
spectator n.观众,目击者,旁观者
specter n.幽灵,妖怪,恐怖的根源
spectroscope n.分光镜
spectroscopic a.分光镜的,藉分光镜的
spectrum n.光谱,范围,系列
speculate vi.深思,推测,投机
speculation n.沉思,推测,投机
speculative a.思索性的,投机的,推理的
speculator n.投机者,投机商人,思索者
spell n.符咒,魅力,轮值,轮班vt.拼写
spellbind vt.以咒语压住,迷住
spelunk vi.探勘深穴
spew vi.呕吐,喷涌vt.呕出,喷n.呕吐物,喷涌物
sphere n.球,球面,球体,范围,地球仪vt.包围,使成球体
spheric adj.球的,球状的
spice n.药料,香料，调味品,香气vt.加香料
spider n.蜘蛛,设圈套者
spidery a.蜘蛛一般的,细长足的,蜘蛛网一般的
spike n.长钉,钉鞋,穗vt.使失效,阻止
spill n.溢出,溅出,涌出,摔下
spin n.旋转,自旋,疾驰,眩晕vt.纺织,使旋转,编造
spineless a.无脊椎的,没有骨气的,懦弱的
spiral n.螺旋形之物a.螺旋形的,盘旋的
spiritual a.精神上的,神圣的,崇高的,高尚的
spirituality n.灵性,属于心灵的事,精神(性)
spiritualize vt.1使…精神化2从精神上来解释
spiritually adv.在精神上地
spite n.恶意,怨恨,不顾vt.故意刁难,欺侮
spiteful a.怀恨的,怀有恶意的,心眼坏的
splash n.飞溅的水,污点,色斑,卖弄vi.溅湿
splat n.椅背中间纵立的长条木板
splatter vt.使水等飞溅,结结巴巴地讲vi.说话结巴
splendid a.光亮的,灿烂的,杰出的,显著的
splendor n.1灿烂,光辉,光彩2华丽,堂皇
splice vt.接合,叠接,使结婚n.接合,叠接,结婚
splint n.薄木片,托板,夹板,藤条vt.用夹板夹
splinter n.碎片,尖片,刺,微小的东西v.劈开,(使)破裂
split n.劈开,裂片,裂缝,派别,派系,分裂vi.分离
spoil n.战利品,赃物vt.损坏,破坏,溺爱vi.腐坏
sponge n.海绵,海绵状的东西vt.用海绵擦拭,抹掉
sponsorship n.赞助者的地位,任务等
spontaneity n.自然发生,自生,自发
spontaneous a.自然的,自发的,未经琢磨的
spoof n.诳骗,愚弄,戏弄v.戏弄,哄骗
spoonful n.一匙的量
sporadic a.偶尔发生的,零星发生的,分散的
sporadically adv.偶发地,零星地
spotless a.无脏污的,无缺点的,无可挑剔的
spouse n.配偶,夫妻
sprain vt.挫伤,扭筋,错筋n.扭伤,扭筋
sprawl vi.伸开手足躺,爬行vt.懒散地伸开
sprightly a.活泼的,愉快的ad.活泼地,愉快地
sprint n.短距离赛跑vi.奋力而跑,冲刺vt.全速跑过
sprout n.芽,萌芽vt.使发芽,摘去芽vi.长芽,抽条
spruce n.云杉属的植物a.俏的,时髦的
spur n.马刺,刺激物,鼓舞vt.刺激,激励,用马刺刺
spurious a.假造的,伪造的,欺骗的
